"Please be noted that the data below is part of the used large-scale projected transportation emissions data from 3,144 counties generated by the United States Environmental Protection Agency. The original data is too large to put in GitHub. Therefore, we put it at Cornell Box, which is accessible at [https://cornell.box.com/s/h8tcryjzb73v34ddqsoletd5jse153in]",,,,,,,,,,,,,,,,,,
geoid,year,sourcetype,fueltype,regclass,roadtype,emissions_98,emissions_2,emissions_3,emissions_31,emissions_33,emissions_100,emissions_106,emissions_107,emissions_110,emissions_116,emissions_117,vehicles,vmt
4015,2011,32,2,41,1,1041,8.6,16.6,0,1,0.8,0,0,0.7,0,0,0,0
1115,2043,61,2,46,3,2068.3,0.9,0.6,0,0.1,0,0,0,0,0,0,33.7,1421180
1079,2017,54,2,46,5,15,0,0.1,0,0,0,0,0,0,0,0,14.6,9238.5
1105,2000,52,2,47,4,398.2,1.2,5.7,0,0.2,0.3,0,0,0.3,0,0,61.7,302680
1089,2021,42,2,48,1,168.4,0.4,0.9,0,0.2,0,0,0,0,0,0,0,0
5003,2059,52,9,42,4,0,0,0,0,0,0,0,0,0,0,0,180.5,391780
5027,2038,21,9,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1049,2053,61,2,47,5,8982.8,13.9,7.7,0,1.5,0,1.9,0.2,0,0.6,0,432.4,5872290
1119,2055,61,2,47,1,1018.8,2.8,5.2,0,1,0,0,0,0,0,0,0,0
1013,2058,21,9,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5017,2037,41,1,47,4,0,0,0,0,0,0,0,0,0,0,0,0,8.1
4007,2047,53,9,47,3,0,0,0,0,0,0,0,0,0,0,0,2.7,36812.8
2063,2033,54,1,41,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1043,2017,54,1,41,3,33,1.1,0.1,0,0,0,0,0,0,0,0,71.1,33809.6
4015,2012,31,2,30,3,711.7,31.5,4.8,0,0.1,0,0,0,0,0,0,512.6,1241210
4001,2005,42,1,46,5,22.7,1.6,0.2,0,0,0,0,0,0,0,0,0.6,13412.2
1071,2013,53,2,46,2,112.9,0.2,0.5,0,0,0,0,0,0,0,0,46.7,112927
1043,2018,61,2,46,4,2654.4,2.1,6.5,0,0.6,0.2,0,0,0.2,0,0,214,1431020
1071,2012,54,1,47,3,0.4,0,0,0,0,0,0,0,0,0,0,0.5,284.8
1055,2017,41,9,46,4,0,0,0,0,0,0,0,0,0,0,0,0,20.1
4023,2014,42,1,42,1,1.1,0,0,0,0,0,0,0,0,0,0,0,0
1125,2025,51,2,42,4,0.1,0,0,0,0,0,0,0,0,0,0,0.1,43.3
2105,2018,53,9,42,4,0,0,0,0,0,0,0,0,0,0,0,0,0.2
1063,2055,53,1,41,3,440.2,0.4,0,0,0,0,0,0,0,0,0,12.1,510589
2070,2058,42,2,48,3,4.1,0,0,0,0,0,0,0,0,0,0,3.8,2778.1
5011,2011,61,1,46,4,0.4,0,0,0,0,0,0,0,0,0,0,0.1,253.9
1085,2013,32,2,30,2,8.6,0.4,0.1,0,0,0,0,0,0,0,0,8.9,15732.3
2275,2032,51,1,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,2012,41,2,47,4,381.4,0.9,4.1,0,0.2,0.2,0,0,0.2,0,0,17.3,219060
2230,2011,51,1,41,2,0,0,0,0,0,0,0,0,0,0,0,0,16.5
1083,2023,51,1,47,5,0,0,0,0,0,0,0,0,0,0,0,0,22
5009,2000,53,1,42,3,11,0.4,0.1,0,0,0,0,0,0,0,0,0.7,14916.7
5029,2007,41,2,47,3,42.3,0.1,0.6,0,0,0,0,0,0,0,0,3.3,24643.6
4027,2043,51,1,46,2,0,0,0,0,0,0,0,0,0,0,0,0,3
1029,2030,51,3,47,5,5.1,0.1,0,0,0,0,0,0,0,0,0,0.1,1888.4
4005,2028,52,9,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2164,2016,41,2,42,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
1051,2027,51,2,46,3,11.2,0,0,0,0,0,0,0,0,0,0,0.9,6970.5
1019,2011,42,3,48,3,4.2,0,0,0,0,0,0,0,0,0,0,0.2,2576.4
5007,2038,31,2,41,1,365.6,1.9,4.1,0,0.7,0,0,0,0,0,0,0,0
1069,2051,62,9,46,2,0,0,0,0,0,0,0,0,0,0,0,1.5,17180.5
1075,2016,41,1,42,5,12.2,0.1,0,0,0,0,0,0,0,0,0,0.3,7168
1113,2026,62,2,49,2,124,0.4,1.3,0,0.3,0,0,0,0,0,0,2.2,67217.9
5003,2003,43,2,46,1,10,0.1,0.1,0,0,0,0,0,0,0,0,0,0
1099,2013,32,9,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2275,2019,42,2,42,2,0.2,0,0,0,0,0,0,0,0,0,0,0.3,126.4
5005,2011,31,1,30,3,21338.7,278.5,45.8,0.2,4.4,0.3,0.6,0.3,0.3,0.1,0.1,16507.9,41163200
1115,2041,53,9,46,2,0,0,0,0,0,0,0,0,0,0,0,6.1,78699
4012,2014,21,5,20,1,1.9,0,0,0,0,0,0,0,0,0,0,0,0
1009,2012,52,9,41,4,0,0,0,0,0,0,0,0,0,0,0,0,69.4
1083,2047,54,1,42,5,194.9,0.7,0,0,0,0,0,0,0,0,0,156.6,175298
5025,2055,54,2,47,3,2.4,0,0,0,0,0,0,0,0,0,0,2.5,1842.4
1013,2060,42,3,48,3,86.6,1.7,0,0,0,0,0,0,0,0,0,1.6,51860.8
1021,2012,54,1,47,3,0.4,0,0,0,0,0,0,0,0,0,0,0.5,294.8
5017,2037,52,1,46,3,27.7,0.3,0,0,0,0,0,0,0,0,0,7.1,23799.5
1089,2059,42,2,48,4,618.3,0.5,0.3,0,0.1,0,0,0,0,0,0,19.8,429277
5005,2024,53,9,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1085,2009,54,1,42,3,101.9,3.3,0.5,0,0,0,0,0,0,0,0,106.3,88335.8
1085,2004,43,1,47,2,1.2,0.1,0,0,0,0,0,0,0,0,0,0.5,1018.3
2063,2040,52,1,46,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1007,2012,43,1,46,3,10.4,0.6,0.1,0,0,0,0,0,0,0,0,3.1,8895.6
1015,2016,62,2,46,4,131.5,0.1,0.7,0,0,0,0,0,0,0,0,5.1,69922.9
1063,2055,41,1,46,4,0.1,0,0,0,0,0,0,0,0,0,0,0,67.6
1021,2040,42,3,48,3,46.8,1,0,0,0,0,0,0,0,0,0,0.9,26919.1
2180,2000,21,1,20,1,200.5,54.3,0.9,0,0,0.2,0,0,0.2,0,0,0,0
2068,2013,41,2,42,5,6,0,0,0,0,0,0,0,0,0,0,4.6,3598.5
1095,2018,53,3,47,4,8.4,0.1,0,0,0,0,0,0,0,0,0,1,5954.4
1049,2014,53,3,47,1,6.6,0,0,0,0,0,0,0,0,0,0,0,0
5025,2026,52,2,41,5,358.4,0.4,0.3,0,0.1,0,0,0,0,0,0,106.4,499079
1133,2008,53,3,47,3,0.3,0,0,0,0,0,0,0,0,0,0,0,226.7
1093,2014,53,1,41,3,458.4,5.4,0.8,0,0,0,0,0,0,0,0,105.1,523056
4003,2053,52,2,47,1,300,0.9,1.7,0,0.3,0,0,0,0,0,0,0,0
2188,2005,32,2,41,5,26.6,0.1,0.2,0,0,0,0,0,0,0,0,6.1,30679.7
1097,2012,52,1,41,5,3716.1,64.4,7.3,0,0.4,0.1,0.1,0.1,0.1,0,0,1033.3,3887270
4003,2057,52,2,41,2,5073,4.4,1.5,0,0.3,0,0,0.1,0,0,0,4859.8,6948810
1069,2027,53,2,47,3,273.9,0.4,0.6,0,0.1,0,0,0,0,0,0,25.9,218796
2282,2047,42,9,48,3,0,0,0,0,0,0,0,0,0,0,0,0.7,398.8
2290,2019,43,9,46,2,0,0,0,0,0,0,0,0,0,0,0,0,1.2
5015,2000,43,1,41,3,0.5,0,0,0,0,0,0,0,0,0,0,0.1,354
2110,2030,61,2,47,4,115,0.1,0.1,0,0,0,0,0,0,0,0,82.3,73454.9
1077,2045,41,1,46,3,0,0,0,0,0,0,0,0,0,0,0,0,10.9
1125,2058,53,1,41,4,1779,1.7,0,0,0,0,0,0,0,0,0,128.2,2097640
1115,2015,52,1,41,4,838.3,9.5,1.1,0,0.1,0,0,0,0,0,0,310.1,898991
5023,2000,54,2,46,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
4017,2024,54,2,46,1,4.3,0.2,0,0,0,0,0,0,0,0,0,0,0
1119,2050,54,1,47,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1061,2014,41,3,47,1,9.2,0,0,0,0,0,0,0,0,0,0,0,0
2066,2045,54,9,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0
5005,2004,21,9,20,3,0,0,0,0,0,0,0,0,0,0,0,2.1,4178.3
2122,2043,51,2,47,3,393.1,0.4,0.3,0,0.1,0,0,0,0,0,0,10.7,260440
1109,2029,42,1,42,2,26.3,1,0,0,0,0,0,0,0,0,0,0.9,15035.2
5025,2017,21,1,20,3,1882.1,21.3,1.7,0,0.2,0,0.1,0,0,0,0,2108.1,5529750
1045,2017,53,1,42,1,36.7,0.5,0,0,0,0,0,0,0,0,0,0,0
2240,2018,53,2,47,1,2.2,0,0,0,0,0,0,0,0,0,0,0,0
1007,2025,61,2,46,1,42.5,0.1,0.2,0,0,0,0,0,0,0,0,0,0
1011,2011,51,1,47,4,0,0,0,0,0,0,0,0,0,0,0,0,9.8
1089,2001,43,2,41,1,0.7,0,0,0,0,0,0,0,0,0,0,0,0
1089,2052,54,1,47,5,0,0,0,0,0,0,0,0,0,0,0,0,1.8
2100,2012,31,2,41,2,30.2,0.1,0.1,0,0,0,0,0,0,0,0,57.8,43685.3
1019,2014,31,2,30,1,22.6,5,0.1,0,0,0,0,0,0,0,0,0,0
1069,2014,42,9,48,3,0,0,0,0,0,0,0,0,0,0,0,0.1,236.1
4007,2051,52,1,42,5,360.1,0.8,0,0,0,0,0,0,0,0,0,181,345439
1109,2029,53,3,47,4,3.5,0.1,0,0,0,0,0,0,0,0,0,0.3,2494.3
1081,2041,32,5,30,3,7.8,0,0,0,0,0,0,0,0,0,0,12.3,25417.5
5013,2016,43,2,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1063,2013,53,9,41,4,0,0,0,0,0,0,0,0,0,0,0,0,45.9
1115,2038,54,2,41,2,42.8,0,0,0,0,0,0,0,0,0,0,95.8,48239.3
4005,2025,52,9,46,2,0,0,0,0,0,0,0,0,0,0,0,1.2,5520.9
1115,2032,62,2,49,5,147.7,0.6,1.5,0,0.3,0.1,0,0,0.1,0,0,3.8,69471.8
4017,2016,21,1,20,3,28291.5,337.5,33.1,0.2,3.3,0.4,0.9,0.7,0.4,0.1,0.1,30744.7,81739296
1063,2015,51,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1031,2056,52,9,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2290,2012,31,2,30,4,11.2,0.5,0.1,0,0,0,0,0,0,0,0,12.7,19907.4
1131,2054,51,9,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2261,2009,21,9,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2290,2006,41,9,47,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2090,2054,54,2,41,3,1711,1.6,0.7,0,0.1,0,0,0,0,0,0,963.7,2181330
5027,2014,53,1,47,4,0.1,0,0,0,0,0,0,0,0,0,0,0,54.4
5019,2049,61,2,46,3,1661.3,0.8,0.4,0,0.1,0,0,0,0,0,0,24.6,1155760
1019,2011,41,1,46,4,0.9,0.1,0,0,0,0,0,0,0,0,0,0.1,637.1
5001,2019,42,1,47,2,0.1,0,0,0,0,0,0,0,0,0,0,0,36.7
1083,2057,62,9,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,2017,41,1,47,4,0.5,0,0,0,0,0,0,0,0,0,0,0.1,316.1
1053,2011,32,5,30,5,35.8,0.2,0,0,0,0,0,0,0,0,0,6.8,62931.7
2070,2017,21,5,20,2,0,0,0,0,0,0,0,0,0,0,0,0.2,123.1
1077,2020,43,1,46,3,34.6,0.8,0.1,0,0,0,0,0,0,0,0,6.1,25817.1
1113,2039,11,1,10,1,12.9,0.8,0,0,0,0,0,0,0,0,0,0,0
2066,2039,41,3,47,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4007,2047,54,2,46,2,27.3,0,0,0,0,0,0,0,0,0,0,100.4,25911
1075,2017,51,1,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1063,2012,53,1,46,1,15.5,0.4,0,0,0,0,0,0,0,0,0,0,0
1009,2046,32,1,41,5,271.4,0.8,0,0,0,0,0,0,0,0,0,140.5,471846
2198,2026,32,5,30,2,0.7,0,0,0,0,0,0,0,0,0,0,1.4,2037.4
1123,2012,52,3,47,4,7.4,0.1,0,0,0,0,0,0,0,0,0,0.8,5430.9
1131,2019,21,9,20,3,0,0,0,0,0,0,0,0,0,0,0,27.6,95630.6
1061,2032,53,3,47,3,2.3,0,0,0,0,0,0,0,0,0,0,0.3,1579.1
2063,2006,42,9,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1049,2044,41,9,42,4,0,0,0,0,0,0,0,0,0,0,0,1.4,11755.9
5025,2003,51,3,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5013,2023,53,2,41,4,48.2,0,0,0,0,0,0,0,0,0,0,4.4,65607.1
1125,2032,54,2,46,3,73.2,0.1,0.2,0,0,0,0,0,0,0,0,64.7,61678.4
2068,2021,54,2,46,5,129.1,0.3,0.8,0,0,0,0,0,0,0,0,28.1,80006.4
5015,2017,53,9,42,4,0,0,0,0,0,0,0,0,0,0,0,0,4.1
1061,2046,42,2,42,4,0.9,0,0,0,0,0,0,0,0,0,0,0,555.3
5019,2014,43,1,42,3,1.2,0,0,0,0,0,0,0,0,0,0,0.2,959.3
1009,2018,42,1,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,2011,61,2,47,4,13021.9,23.8,99.8,0,5.8,4.1,0.6,0.2,3.8,0.1,0,484.1,6824750
1075,2039,43,1,41,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,2010,32,2,30,1,24.8,4.7,0.1,0,0,0,0,0,0,0,0,0,0
1123,2032,51,3,47,5,9.6,0.2,0,0,0,0,0,0,0,0,0,0.6,3616.9
1103,2015,21,9,20,2,0,0,0,0,0,0,0,0,0,0,0,73.3,90577.1
1123,2012,53,1,46,5,47.8,1.9,0.2,0,0,0,0,0,0,0,0,18.1,34887.4
1119,2014,51,2,42,5,0.1,0,0,0,0,0,0,0,0,0,0,0,53.5
2261,2044,31,1,41,1,24.5,1.4,0.1,0,0,0,0,0,0,0,0,0,0
1131,2038,42,2,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,2042,52,1,41,3,296,0.3,0,0,0,0,0,0,0,0,0,153.4,330640
1107,2018,41,9,47,5,0,0,0,0,0,0,0,0,0,0,0,0,589.9
4012,2014,32,5,30,4,10.2,0.1,0,0,0,0,0,0,0,0,0,2.5,23222.3
4017,2017,42,3,48,1,12.8,0.1,0,0,0,0,0,0,0,0,0,0,0
1019,2014,43,1,46,3,13.1,0.8,0.1,0,0,0,0,0,0,0,0,3.8,11156.7
4021,2000,52,2,47,5,11151.1,35.9,169.3,0,5,9.8,2,0.2,9,0.3,0,1138.1,5570820
1111,2016,53,1,42,5,55.3,0.5,0,0,0,0,0,0,0,0,0,7.2,50179.4
4013,2049,51,9,46,4,0,0,0,0,0,0,0,0,0,0,0,50.8,788924
1107,2020,52,9,41,3,0,0,0,0,0,0,0,0,0,0,0,0,13.5
1023,2014,52,2,41,3,323,0.5,1,0,0.1,0.1,0,0,0,0,0,86.3,314626
5013,2053,21,9,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,2032,41,9,46,5,0,0,0,0,0,0,0,0,0,0,0,0.1,2506.4
1057,2025,41,1,47,5,0.1,0,0,0,0,0,0,0,0,0,0,0,26.6
4017,2046,42,2,42,2,0.5,0,0,0,0,0,0,0,0,0,0,0.1,343.2
1085,2016,32,2,30,3,7.7,0.3,0,0,0,0,0,0,0,0,0,3.6,14880.2
5005,2021,53,9,42,5,0,0,0,0,0,0,0,0,0,0,0,0,23
1113,2031,41,3,47,2,16.6,0.3,0,0,0,0,0,0,0,0,0,2.3,10633.4
2020,2018,11,1,10,5,916.8,32.9,1.7,0,0.1,0.1,0,0,0,0,0,9457.3,2146270
5007,2020,62,2,49,4,501,1.4,5.5,0,1,0.2,0,0,0.2,0,0,28.1,271406
2066,2045,43,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,2018,31,9,30,3,0,0,0,0,0,0,0,0,0,0,0,16.1,74886
1091,2000,43,2,47,2,5.6,0,0.1,0,0,0,0,0,0,0,0,1,4623.3
5001,2042,31,1,30,5,11503.8,56.4,0.5,0.1,0.1,0,0.5,0.4,0,0.2,0.1,9135,34359400
1107,2045,31,9,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1031,2016,42,1,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4013,2012,41,2,47,2,5533.1,12.3,62.4,0,2.6,2.4,0.1,0.1,2.2,0,0,583.8,3102620
5005,2028,51,9,46,4,0,0,0,0,0,0,0,0,0,0,0,0,202.4
1091,2019,31,2,41,2,190.9,0.4,0.5,0,0,0,0,0,0,0,0,243.1,304456
1109,2011,62,2,46,5,37.9,0.1,0.5,0,0,0,0,0,0,0,0,3.5,19032.8
2020,2012,53,1,41,4,101.9,1.4,0.3,0,0,0,0,0,0,0,0,33.1,122168
1115,2036,51,1,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,2018,41,2,46,5,39.6,0.1,0.2,0,0,0,0,0,0,0,0,2.2,21257.9
2130,2031,52,3,47,1,2.9,0,0,0,0,0,0,0,0,0,0,0,0
5019,2026,32,2,30,5,19.7,0.3,0,0,0,0,0,0,0,0,0,5.3,46918.7
2070,2058,43,2,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1083,2012,42,2,42,5,44.9,0.1,0.1,0,0,0,0,0,0,0,0,1.1,26688.4
2130,2016,42,3,48,2,1.8,0,0,0,0,0,0,0,0,0,0,3.5,1117
1113,2030,52,2,42,3,685.6,0.7,0.5,0,0.1,0,0,0,0,0,0,275.8,915888
1113,2044,53,9,41,2,0,0,0,0,0,0,0,0,0,0,0,7,63255.9
1127,2017,54,2,41,1,0.7,0,0,0,0,0,0,0,0,0,0,0,0
2230,2036,54,1,46,2,4.1,0.1,0,0,0,0,0,0,0,0,0,5,3472.4
1091,2019,32,5,30,4,4.4,0,0,0,0,0,0,0,0,0,0,3,11611.9
1097,2019,42,3,48,3,99.8,1.3,0.1,0,0,0,0,0,0,0,0,5.8,57469.6
5007,2016,43,1,46,1,7.9,1.6,0,0,0,0,0,0,0,0,0,0,0
4005,2058,54,2,46,5,233.2,0.2,0.2,0,0,0,0,0,0,0,0,132,182765
2230,2018,41,2,46,1,2.6,0.1,0,0,0,0,0,0,0,0,0,0,0
1123,2007,62,2,47,3,5501,11,50.5,0,2.3,2.1,0.3,0.1,2,0,0,121.8,2765310
5001,2047,61,9,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4007,2033,41,9,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2066,2039,43,9,42,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,2013,53,2,42,5,2,0,0,0,0,0,0,0,0,0,0,0.5,1782.8
2068,2021,54,1,47,2,0.3,0,0,0,0,0,0,0,0,0,0,0.3,219.8
4023,2042,43,3,47,1,0.7,0,0,0,0,0,0,0,0,0,0,0,0
4012,2026,53,2,41,5,860.8,1.1,0.8,0,0.1,0,0,0,0,0,0,31.3,1271830
1007,2018,53,2,46,5,162,0.2,0.5,0,0.1,0,0,0,0,0,0,28.4,116653
1045,2016,31,1,41,2,489.7,10.5,1.6,0,0.2,0,0,0,0,0,0,712.6,839037
4001,2040,62,9,47,4,0,0,0,0,0,0,0.1,0.1,0,0,0,38.1,3189890
1125,2029,42,3,48,2,119.4,2.3,0,0,0,0,0,0,0,0,0,6.8,75675.2
2020,2034,62,3,47,1,67.3,0.4,0.1,0,0,0,0,0,0,0,0,0,0
1083,2015,61,3,47,3,266,2.6,0.1,0,0,0,0,0,0,0,0,4.2,145823
2230,2032,54,2,42,2,0.4,0,0,0,0,0,0,0,0,0,0,0.6,438.1
1121,2050,42,9,46,3,0,0,0,0,0,0,0,0,0,0,0,0.1,2652.4
1003,2000,41,1,42,2,6.5,0.2,0,0,0,0,0,0,0,0,0,1.1,3275.6
1073,2055,41,9,42,3,0,0,0,0,0,0,0,0,0,0,0,40.8,404935
1115,2039,42,3,48,3,60.4,1.2,0,0,0,0,0,0,0,0,0,1.3,34573.7
4013,2023,41,3,47,1,2074.4,17.8,2.1,0,0.3,0,0,0,0,0,0,0,0
4001,2054,31,2,41,4,105,0.2,0.1,0,0,0,0,0,0,0,0,240,437025
1075,2011,51,1,47,3,0,0,0,0,0,0,0,0,0,0,0,0,13.7
1105,2014,41,9,46,5,0,0,0,0,0,0,0,0,0,0,0,0,2.9
1009,2013,11,1,10,3,655.3,26.9,1.3,0,0.1,0,0,0,0,0,0,2171.2,1518960
1115,2045,42,9,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4021,2002,62,2,47,2,110824.2,258,1676.7,0.4,49.9,58,3,1.5,53.4,0.4,0.2,1199.4,56006500
1087,2016,53,1,46,1,31,0.9,0,0,0,0,0,0,0,0,0,0,0
4005,2005,21,2,20,5,981.1,82.4,6.3,0,0.2,0.2,0.1,0,0.2,0,0,534,2739220
2164,2022,42,2,48,3,15.7,0,0,0,0,0,0,0,0,0,0,1.2,9295.2
4012,2038,43,1,42,3,100.5,1.1,0,0,0,0,0,0,0,0,0,8.3,88282.6
1095,2016,42,1,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,2003,51,1,42,2,27.9,1,0.1,0,0,0,0,0,0,0,0,5,28257.8
1117,2032,54,1,47,5,0.1,0,0,0,0,0,0,0,0,0,0,0.1,40.9
1007,2017,21,9,20,4,0,0,0,0,0,0,0,0,0,0,0,21.4,81739.6
1129,2012,41,1,46,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0
1109,2003,61,2,46,5,2671.4,5.9,31.8,0,0.9,1.5,0.2,0,1.4,0,0,35.5,1391180
2016,2013,54,2,47,4,1.6,0,0,0,0,0,0,0,0,0,0,0.4,1089.2
1075,2017,21,1,20,5,9591.4,112.2,7.1,0.1,0.7,0.1,0.7,0.3,0.1,0.1,0,4964.1,23292900
5007,2012,54,1,41,1,4.1,1.7,0.1,0,0,0,0,0,0,0,0,0,0
1061,2044,53,2,41,5,244.9,0.3,0.1,0,0,0,0,0,0,0,0,39.9,368961
2110,2005,42,2,48,3,127.5,0.4,1.9,0,0.1,0.1,0,0,0.1,0,0,78.5,77438.8
5025,2015,43,2,41,4,0,0,0,0,0,0,0,0,0,0,0,0,47.4
4023,2058,32,2,30,2,1.6,0,0,0,0,0,0,0,0,0,0,18.6,6294.8
1133,2014,62,2,46,3,13.5,0,0.2,0,0,0,0,0,0,0,0,0.9,7266.4
2170,2014,52,1,42,4,193.6,2.8,0.4,0,0,0,0,0,0,0,0,66.1,206521
4023,2049,51,2,46,3,11.3,0,0,0,0,0,0,0,0,0,0,1.4,8031.7
4015,2023,41,9,47,5,0,0,0,0,0,0,0,0,0,0,0,3.1,93472.6
2100,2018,53,3,47,2,0,0,0,0,0,0,0,0,0,0,0,0,19.6
1045,2014,52,2,42,3,638.4,1,2.2,0,0.2,0.1,0,0,0.1,0,0,165.1,599584
2198,2046,43,2,47,2,0.1,0,0,0,0,0,0,0,0,0,0,0.3,62.5
2282,2047,61,2,47,5,6.4,0,0,0,0,0,0,0,0,0,0,2.4,4153.9
1123,2024,42,9,42,3,0,0,0,0,0,0,0,0,0,0,0,0,185.3
1055,2019,52,2,42,2,631.1,0.6,1.1,0,0.1,0,0,0,0,0,0,307.3,661231
1117,2013,62,2,49,5,187.6,0.3,1.9,0,0.4,0.1,0,0,0.1,0,0,5,84701.5
1123,2010,42,1,46,2,0.4,0,0,0,0,0,0,0,0,0,0,0,296.3
2261,2026,41,9,47,3,0,0,0,0,0,0,0,0,0,0,0,0.1,87
1117,2026,52,1,41,1,1885.6,26.2,2.1,0,0.1,0.1,0,0,0.1,0,0,0,0
4013,2013,42,2,48,2,2270,3,8.2,0,0.9,0.1,0,0,0.1,0,0,479,1306640
1021,2039,41,1,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,2018,53,9,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,2016,42,1,42,2,4.6,0.1,0,0,0,0,0,0,0,0,0,0.2,2654.9
1009,2024,43,2,46,3,1117.3,1,2.1,0,0.2,0.1,0,0,0.1,0,0,86.2,888951
1003,2052,54,1,41,5,1154.1,1.3,0,0,0,0,0,0,0,0,0,797.9,1048730
2185,2057,53,2,47,5,3,0,0,0,0,0,0,0,0,0,0,0.1,1998.1
1097,2016,32,2,41,2,1148.1,2.8,4.1,0,0.3,0.3,0,0,0.3,0,0,1650.6,1704280
5019,2013,53,2,47,2,225.6,0.4,1.3,0,0.1,0.1,0,0,0.1,0,0,80.4,180955
4023,2039,31,9,41,2,0,0,0,0,0,0,0,0,0,0,0,454.1,205963
1117,2034,42,3,48,4,102.6,2.2,0,0,0,0,0,0,0,0,0,3,62042.3
1037,2005,42,1,46,5,4,0.3,0,0,0,0,0,0,0,0,0,0.1,2358.4
2240,2013,31,2,30,5,55.8,2.2,0.3,0,0,0,0,0,0,0,0,32.2,89378.4
1041,2018,52,9,41,2,0,0,0,0,0,0,0,0,0,0,0,0,7.4
2050,2029,43,1,47,5,0,0,0,0,0,0,0,0,0,0,0,0,0.2
1115,2032,51,1,47,3,0,0,0,0,0,0,0,0,0,0,0,0,5.3
1027,2054,53,1,41,4,57.7,0.1,0,0,0,0,0,0,0,0,0,14.6,67672.3
1129,2027,51,1,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4007,2042,41,9,46,4,0,0,0,0,0,0,0,0,0,0,0,0.3,3206.1
1005,2003,21,1,20,4,16391.6,484.4,73.2,0.1,4.6,1,0.5,0.3,0.9,0.1,0,13323.8,42349900
1019,2014,53,9,41,5,0,0,0,0,0,0,0,0,0,0,0,0,27.4
4013,2012,32,9,30,2,0,0,0,0,0,0,0,0,0,0,0,11.1,16561.1
1121,2059,54,1,42,1,4.2,0.7,0.1,0,0,0,0,0,0,0,0,0,0
5001,2034,51,2,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0.1
1129,2026,53,2,42,2,22,0,0,0,0,0,0,0,0,0,0,7.2,28823.6
1083,2031,61,2,47,2,14670.1,12.2,12.5,0,2.2,0.1,0.6,0.3,0.1,0.2,0,347.7,9535790
4017,2043,42,1,42,5,84.9,0.9,0,0,0,0,0,0,0,0,0,1.3,51942.2
4015,2008,42,2,42,2,37.3,0,0.2,0,0,0,0,0,0,0,0,2.2,28463.4
1023,2041,31,9,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,2019,21,5,20,1,33.6,0.6,0,0,0,0,0,0,0,0,0,0,0
2130,2012,41,2,47,2,21.5,0,0.2,0,0,0,0,0,0,0,0,31.2,12060.8
4011,2045,53,1,46,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4011,2014,32,5,30,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0
2110,2018,43,1,42,3,0.3,0,0,0,0,0,0,0,0,0,0,1.1,205.7
2063,2037,43,9,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1077,2024,61,9,46,4,0,0,0,0,0,0,0,0,0,0,0,0,143.5
