"Please be noted that the data below is part of the used large-scale projected transportation emissions data from 3,144 counties generated by the United States Environmental Protection Agency. The original data is too large to put in GitHub. Therefore, we put it at Cornell Box, which is accessible at [https://cornell.box.com/s/h8tcryjzb73v34ddqsoletd5jse153in]",,,,,,,,,,,,,,,,,,
geoid,year,sourcetype,fueltype,regclass,roadtype,emissions_98,emissions_2,emissions_3,emissions_31,emissions_33,emissions_100,emissions_106,emissions_107,emissions_110,emissions_116,emissions_117,vehicles,vmt
31005,2019,41,3,47,4,0,0,0,0,0,0,0,0,0,0,0,0,0
31049,2043,43,2,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29117,2019,42,1,47,2,0,0,0,0,0,0,0,0,0,0,0,0,14
29139,2013,43,1,47,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
29151,2018,62,2,47,3,3250,4.2,11.7,0,1.2,0.4,0.2,0.1,0.3,0,0,134.3,1650940
30041,2016,61,1,47,2,0,0,0,0,0,0,0,0,0,0,0,0,6.3
30069,2020,43,2,46,2,11.7,0,0,0,0,0,0,0,0,0,0,2.6,9441
31009,2030,61,9,47,4,0,0,0,0,0,0,0,0,0,0,0,0.2,7577.3
31001,2055,31,5,30,5,18.1,0.1,0,0,0,0,0,0,0,0,0,26.6,60717.3
31027,2030,52,1,42,2,23.7,0.2,0,0,0,0,0,0,0,0,0,68.9,25349.8
31037,2004,21,9,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31019,2041,61,2,47,4,13425.3,13.2,10,0,1.9,0,1,0.3,0,0.3,0,672.1,9790000
31007,2043,62,2,47,4,680.2,0.6,0.5,0,0.1,0,0,0,0,0,0,26.5,420170
31007,2036,53,2,46,3,5.6,0,0,0,0,0,0,0,0,0,0,1.3,5807.7
31041,2019,53,2,47,4,30.2,0,0.1,0,0,0,0,0,0,0,0,20.8,23261.4
31001,2007,41,2,46,1,0.8,0,0,0,0,0,0,0,0,0,0,0,0
30005,2013,54,1,46,5,7,0.1,0,0,0,0,0,0,0,0,0,3.9,4423.4
30095,2012,54,2,42,4,0.5,0,0,0,0,0,0,0,0,0,0,0.8,449.3
29165,2017,62,2,47,3,33519.9,44.2,130.6,0.1,12.6,4.3,1.7,0.5,4,0.4,0.1,1000.4,16929000
31035,2019,43,1,47,4,0,0,0,0,0,0,0,0,0,0,0,0,8.6
30031,2026,61,1,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30079,2017,51,1,47,5,0,0,0,0,0,0,0,0,0,0,0,0,0.6
30103,2011,32,1,41,2,76.7,1.5,0.3,0,0,0,0,0,0,0,0,185.4,136152
31009,2021,51,2,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29173,2014,32,1,41,3,335.7,7.1,1.1,0,0.1,0,0,0,0,0,0,120.2,527924
29129,2016,11,1,10,2,15.6,0.6,0,0,0,0,0,0,0,0,0,167.3,34080.1
29135,2016,53,1,47,5,0.1,0,0,0,0,0,0,0,0,0,0,0,53.1
31003,2033,61,2,46,5,136.4,0.1,0.1,0,0,0,0,0,0,0,0,40.4,83868.9
30011,2020,52,2,41,5,121.6,0.2,0.2,0,0,0,0,0,0,0,0,92.2,138318
30105,2026,41,1,42,4,0,0,0,0,0,0,0,0,0,0,0,0,0
29223,2019,43,9,47,3,0,0,0,0,0,0,0,0,0,0,0,0,61.9
30039,2021,31,5,30,5,36.1,0.2,0,0,0,0,0,0,0,0,0,12.2,76000.6
31039,2039,43,2,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29161,2012,61,3,47,2,34.8,0.3,0,0,0,0,0,0,0,0,0,0.3,19488
30073,2015,42,2,42,5,1.4,0,0,0,0,0,0,0,0,0,0,0.1,829.5
31037,2017,53,9,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30019,2014,53,2,46,1,1.4,0,0,0,0,0,0,0,0,0,0,0,0
31011,2010,41,9,46,4,0,0,0,0,0,0,0,0,0,0,0,0,0.7
31003,2027,51,2,46,4,0,0,0,0,0,0,0,0,0,0,0,0,0
31037,2010,54,2,41,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
31033,2028,43,9,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30061,2016,54,2,41,4,5.4,0,0,0,0,0,0,0,0,0,0,7.9,5017.5
31017,2054,52,1,42,2,3.1,0,0,0,0,0,0,0,0,0,0,20.3,3732.9
31019,2032,43,9,42,2,0,0,0,0,0,0,0,0,0,0,0,1,915
30103,2057,42,2,48,3,39.4,0,0,0,0,0,0,0,0,0,0,1.2,26817.7
31025,2038,53,9,46,4,0,0,0,0,0,0,0,0,0,0,0,3,25403.7
29173,2019,32,1,30,4,669.2,5.9,0.6,0,0.1,0,0,0,0,0,0,348.2,1649270
30085,2021,31,9,30,2,0,0,0,0,0,0,0,0,0,0,0,19.4,17505.6
31025,2012,52,1,42,4,110.9,1.8,0.2,0,0,0,0,0,0,0,0,45.4,123813
31039,2016,53,2,47,4,27.8,0,0.1,0,0,0,0,0,0,0,0,5.9,21094.6
29195,2012,32,5,30,3,4.2,0,0,0,0,0,0,0,0,0,0,3.1,9211.5
29201,2016,53,2,47,4,345.2,0.6,1.4,0,0.1,0.1,0,0,0.1,0,0,98,261627
31019,2046,51,3,47,4,1.6,0,0,0,0,0,0,0,0,0,0,0.3,994.2
31031,2027,54,1,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31035,2057,54,1,47,4,0,0,0,0,0,0,0,0,0,0,0,0,0
29215,2014,53,1,47,4,0.2,0,0,0,0,0,0,0,0,0,0,0,128.4
30027,2014,61,3,47,2,12.3,0.1,0,0,0,0,0,0,0,0,0,0.3,6928.3
31007,2043,42,3,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0
30071,2013,53,2,47,4,8.6,0,0.1,0,0,0,0,0,0,0,0,1.7,6515.8
30079,2002,32,1,30,2,221.4,6.7,1.4,0,0.1,0,0,0,0,0,0,59.4,399584
30045,2011,32,2,41,4,142.3,0.5,0.8,0,0,0.1,0,0,0.1,0,0,25.8,201171
30111,2047,42,9,48,3,0,0,0,0,0,0,0,0,0,0,0,4.1,82269.3
31011,2060,61,2,46,1,15.6,0,0.1,0,0,0,0,0,0,0,0,0,0
31027,2032,52,2,47,4,55.2,0.1,0.1,0,0,0,0,0,0,0,0,86.4,47021.2
31037,2034,53,2,47,2,7.1,0,0,0,0,0,0,0,0,0,0,5.7,6630.3
29165,2019,52,1,46,5,393.5,5.3,0.4,0,0,0,0,0,0,0,0,99.8,232169
31037,2008,41,2,42,5,1.5,0,0,0,0,0,0,0,0,0,0,0.1,920.9
29145,2014,31,2,30,2,85.8,3,0.5,0,0,0,0,0,0,0,0,157.4,161477
29209,2019,53,2,41,3,409.7,0.4,0.7,0,0.1,0,0,0,0,0,0,108.5,492735
31009,2042,41,9,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30021,2028,51,2,47,1,2,0,0,0,0,0,0,0,0,0,0,0,0
31043,2021,43,3,47,3,1.2,0,0,0,0,0,0,0,0,0,0,0.1,749.9
29211,2016,54,1,42,5,6,0.2,0,0,0,0,0,0,0,0,0,10.5,5206.9
29153,2018,31,2,30,5,56.8,1.2,0.1,0,0,0,0,0,0,0,0,25.5,109121
31001,2033,42,2,46,2,1.7,0,0,0,0,0,0,0,0,0,0,0.2,1057.3
30045,2060,42,9,42,4,0,0,0,0,0,0,0,0,0,0,0,0.2,4910.2
31025,2019,21,1,20,4,9144.7,98.8,6.9,0.1,0.7,0.1,0.2,0.2,0.1,0,0,9357,27872600
30101,2014,52,1,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31053,2013,43,1,42,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0
30031,2013,61,2,47,5,12869.5,23.8,77.9,0,6.2,3.5,1.4,0.2,3.2,0.3,0,408.1,5797970
31041,2025,32,9,30,5,0,0,0,0,0,0,0,0,0,0,0,30.1,160998
31051,2029,52,1,41,4,58.4,0.1,0,0,0,0,0,0,0,0,0,85.7,70049.6
31029,2007,51,3,47,3,0,0,0,0,0,0,0,0,0,0,0,0,19
29129,2014,51,1,46,3,0,0,0,0,0,0,0,0,0,0,0,0,11
30013,2012,31,2,30,1,58.8,16.9,0.5,0,0,0,0,0,0,0,0,0,0
31017,2007,21,2,20,1,2.7,0.9,0,0,0,0,0,0,0,0,0,0,0
30025,2013,52,1,42,4,14.7,0.2,0,0,0,0,0,0,0,0,0,20.3,16007.7
31051,2050,61,9,46,4,0,0,0,0,0,0,0,0,0,0,0,2.7,17779.9
30087,2016,52,1,47,4,0.1,0,0,0,0,0,0,0,0,0,0,0,63.6
30079,2014,31,2,41,2,49.5,0.1,0.2,0,0,0,0,0,0,0,0,27.7,72337.3
30017,2038,61,2,49,1,1.1,0,0,0,0,0,0,0,0,0,0,0,0
31019,2036,52,9,41,2,0,0,0,0,0,0,0,0,0,0,0,92.1,124510
31023,2029,52,9,41,5,0,0,0,0,0,0,0,0,0,0,0,5.7,11403.1
31053,2040,61,9,47,3,0,0,0,0,0,0,0,0,0,0,0,160.6,1617110
29139,2013,52,2,47,4,260.9,0.5,1.6,0,0.1,0.1,0,0,0.1,0,0,45.8,194039
30093,2002,42,1,42,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0
31043,2034,62,2,46,5,26.6,0,0,0,0,0,0,0,0,0,0,20.1,16087.9
30087,2058,41,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31031,2053,52,9,41,2,0,0,0,0,0,0,0,0,0,0,0,95.4,37977.3
31015,2045,52,2,46,1,6.8,0,0,0,0,0,0,0,0,0,0,0,0
31023,2025,31,9,41,4,0,0,0,0,0,0,0,0,0,0,0,0.9,2637.7
31003,2039,54,2,41,3,1.1,0,0,0,0,0,0,0,0,0,0,8.8,1429.6
30029,2000,52,1,46,1,292.8,49.9,2,0,0,0.1,0,0,0.1,0,0,0,0
30007,2032,53,2,41,4,64,0.1,0,0,0,0,0,0,0,0,0,22.2,100061
31023,2057,41,2,46,4,0.4,0,0,0,0,0,0,0,0,0,0,0.2,287.2
29131,2018,43,9,46,5,0,0,0,0,0,0,0,0,0,0,0,0,25.7
31019,2047,53,3,47,1,2.9,0,0,0,0,0,0,0,0,0,0,0,0
29159,2014,53,2,47,4,396.9,0.7,2.2,0,0.2,0.1,0,0,0.1,0,0,80.9,300652
31015,2036,43,1,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0
30101,2052,52,2,47,4,33.6,0,0,0,0,0,0,0,0,0,0,62.2,29724.2
30025,2017,31,5,30,1,2,0.1,0,0,0,0,0,0,0,0,0,0,0
30021,2026,52,2,41,4,376,0.3,0.3,0,0,0,0,0,0,0,0,488.4,516744
30045,2043,53,1,41,5,36.6,0,0,0,0,0,0,0,0,0,0,7,37250
29137,2014,32,2,41,5,83.2,0.3,0.5,0,0,0,0,0,0,0,0,25.2,92654.2
29221,2012,54,1,47,4,0,0,0,0,0,0,0,0,0,0,0,0,30.4
31051,2000,52,1,46,5,111,6.5,0.7,0,0,0,0,0,0,0,0,57.1,73034.1
30051,2015,62,2,49,5,7.6,0,0.1,0,0,0,0,0,0,0,0,0.1,3511.1
31041,2051,42,2,42,4,0,0,0,0,0,0,0,0,0,0,0,0,8
30067,2037,21,2,20,3,2.4,0,0,0,0,0,0,0,0,0,0,3,7342.2
31053,2044,21,2,20,2,0.4,0,0,0,0,0,0,0,0,0,0,2.2,1084.2
29133,2019,42,1,46,4,0,0,0,0,0,0,0,0,0,0,0,0,12.9
29510,2051,53,9,42,4,0,0,0,0,0,0,0,0,0,0,0,117.2,872931
30077,2025,11,1,10,3,295,9.5,0.6,0,0,0,0,0,0,0,0,2237.1,681575
31027,2049,61,9,46,3,0,0,0,0,0,0,0,0,0,0,0,6.7,49866.5
29153,2017,61,2,46,3,263.4,0.2,0.8,0,0.1,0,0,0,0,0,0,15.6,142136
30107,2011,21,2,20,4,7.1,0.3,0,0,0,0,0,0,0,0,0,5.8,20575.6
29151,2016,53,3,47,5,10.2,0.1,0,0,0,0,0,0,0,0,0,0.5,5133.9
29215,2017,21,2,20,3,41.2,0.6,0,0,0,0,0,0,0,0,0,52.4,118776
31015,2047,51,1,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31039,2054,62,2,47,4,2576.9,2.1,1.5,0,0.3,0,0.2,0,0,0.1,0,372.8,1582980
30045,2042,53,1,47,5,0,0,0,0,0,0,0,0,0,0,0,0,0.3
29163,2012,53,3,47,3,2.8,0,0,0,0,0,0,0,0,0,0,0.1,1966.7
31021,2035,53,2,41,5,61.8,0.1,0,0,0,0,0,0,0,0,0,21.4,94670.6
31033,2044,61,9,46,3,0,0,0,0,0,0,0,0,0,0,0,3,169164
29175,2016,32,2,41,4,143.1,0.4,0.5,0,0,0,0,0,0,0,0,61,212111
29181,2011,42,1,42,3,4.5,0,0,0,0,0,0,0,0,0,0,1.6,3215.8
31039,2057,52,9,46,5,0,0,0,0,0,0,0,0,0,0,0,43.1,55340.9
29186,2014,41,2,42,1,1.2,0,0,0,0,0,0,0,0,0,0,0,0
30001,2018,32,1,30,5,1972.2,20.7,2,0,0.2,0,0.1,0,0,0,0,640.1,3843900
30063,2034,31,9,41,3,0,0,0,0,0,0,0,0,0,0,0,385.5,917557
31001,2014,54,1,41,5,17.3,0.7,0.1,0,0,0,0,0,0,0,0,13.1,17171.9
31043,2039,41,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31003,2059,62,2,47,3,2060.8,1.8,1.3,0,0.2,0,0.2,0,0,0.1,0,367.7,1247260
29157,2017,52,1,42,2,86.3,1,0.1,0,0,0,0,0,0,0,0,32.7,88336.9
31027,2017,31,2,30,5,70,1.7,0.2,0,0,0,0,0,0,0,0,31.7,130307
31053,2046,62,2,47,2,7821.9,5.9,4.7,0,0.9,0,0.3,0.1,0,0.1,0,697.8,4848030
31029,2047,31,1,41,5,43.2,0.1,0,0,0,0,0,0,0,0,0,35,84177.7
30027,2011,43,1,46,1,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0
29157,2017,52,3,47,2,5.2,0.1,0,0,0,0,0,0,0,0,0,0.9,4061.8
30021,2040,21,5,20,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
30007,2043,52,9,42,5,0,0,0,0,0,0,0,0,0,0,0,122.9,295288
31033,2054,53,2,46,5,51,0,0,0,0,0,0,0,0,0,0,9.7,45721.1
31047,2005,54,1,42,4,45.2,1.4,0.3,0,0,0,0,0,0,0,0,68.1,36964
30013,2055,41,2,46,3,18.7,0,0,0,0,0,0,0,0,0,0,2.4,13710.4
31043,2053,54,1,42,3,10.7,0,0,0,0,0,0,0,0,0,0,30.8,11315
30049,2047,51,1,46,4,0,0,0,0,0,0,0,0,0,0,0,0,0.4
29207,2018,53,9,47,2,0,0,0,0,0,0,0,0,0,0,0,0,0.4
30039,2001,21,1,20,3,2084.8,70.7,11.8,0,0.7,0.1,0.1,0,0.1,0,0,1343.5,5232120
31051,2024,53,2,41,3,32.5,0,0,0,0,0,0,0,0,0,0,10.3,46222.5
31003,2001,53,2,41,1,7.4,0.1,0.2,0,0,0,0,0,0,0,0,0,0
31011,2054,53,9,46,5,0,0,0,0,0,0,0,0,0,0,0,2.5,11192.3
31039,2048,51,3,47,5,0.8,0,0,0,0,0,0,0,0,0,0,0.2,353.8
31037,2040,52,2,42,1,19.3,0.1,0.1,0,0,0,0,0,0,0,0,0,0
31007,2040,42,2,46,4,0,0,0,0,0,0,0,0,0,0,0,0,0
29205,2012,21,2,20,3,25.4,0.8,0.1,0,0,0,0,0,0,0,0,17.7,71211.5
29215,2019,53,1,46,4,27.1,0.6,0.1,0,0,0,0,0,0,0,0,19.9,23250.6
30035,2047,41,2,42,2,0.1,0,0,0,0,0,0,0,0,0,0,0.1,84
31043,2050,51,1,46,4,0,0,0,0,0,0,0,0,0,0,0,0,0
29155,2016,51,1,46,5,0.2,0,0,0,0,0,0,0,0,0,0,0,95.3
31009,2056,31,1,41,4,5,0,0,0,0,0,0,0,0,0,0,4.6,15651.4
31003,2041,51,9,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0
30027,2056,32,1,41,5,91.4,0.2,0,0,0,0,0,0,0,0,0,78.5,205872
30055,2011,61,2,49,3,3,0,0,0,0,0,0,0,0,0,0,0,1559.6
29199,2011,31,5,30,4,1.3,0,0,0,0,0,0,0,0,0,0,2.8,2639.2
31011,2009,42,9,48,4,0,0,0,0,0,0,0,0,0,0,0,0,4.3
30075,2013,21,9,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30081,2025,32,5,30,2,1.9,0,0,0,0,0,0,0,0,0,0,10.6,5387.9
31001,2027,32,9,30,4,0,0,0,0,0,0,0,0,0,0,0,114.1,250643
30103,2015,31,9,30,2,0,0,0,0,0,0,0,0,0,0,0,0.1,71.9
29129,2012,53,1,46,1,1.4,0,0,0,0,0,0,0,0,0,0,0,0
30001,2058,54,1,46,4,7.3,0.1,0,0,0,0,0,0,0,0,0,26,6285
30059,2057,53,2,42,5,6.9,0,0,0,0,0,0,0,0,0,0,3,10745.4
31037,2013,61,2,47,2,782.5,1.2,4.4,0,0.3,0.2,0,0,0.1,0,0,46.1,400257
31047,2009,54,1,41,4,12.4,0.6,0.1,0,0,0,0,0,0,0,0,21.3,12845.8
30073,2020,51,1,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30019,2017,41,3,47,3,0.7,0,0,0,0,0,0,0,0,0,0,0,387.7
31049,2024,42,1,47,4,0,0,0,0,0,0,0,0,0,0,0,0,6.1
29121,2016,32,1,30,2,268.6,3.6,0.5,0,0,0,0,0,0,0,0,445.5,596625
31041,2017,61,2,47,2,1899.4,2.2,5.5,0,0.6,0.2,0.1,0,0.1,0,0,183.2,999092
31039,2030,43,1,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31011,2056,21,9,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31031,2007,41,9,46,5,0,0,0,0,0,0,0,0,0,0,0,0,2.4
31051,2039,31,1,41,4,39.8,0.2,0,0,0,0,0,0,0,0,0,62.6,79305.6
31041,2019,43,9,46,2,0,0,0,0,0,0,0,0,0,0,0,0,5.6
31011,2000,54,1,42,3,20.9,0.6,0.1,0,0,0,0,0,0,0,0,20.9,15274.5
31039,2014,52,2,47,4,112.6,0.2,0.6,0,0.1,0,0,0,0,0,0,50.1,83688.4
29199,2013,32,1,41,1,42.4,11.8,0.6,0,0,0,0,0,0,0,0,0,0
29153,2013,62,3,47,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
30103,2019,53,1,46,2,1,0,0,0,0,0,0,0,0,0,0,1.5,867.7
30053,2001,32,2,30,3,122.3,6.5,1,0,0,0,0,0,0,0,0,35.8,232064
29165,2012,52,9,41,4,0,0,0,0,0,0,0,0,0,0,0,0,131.5
30049,2044,52,2,41,5,2772.4,3.1,1.8,0,0.3,0,0.1,0.1,0,0,0,4241.1,4037540
31043,2002,32,1,41,4,1101.6,24.6,6.2,0,0.5,0.1,0,0,0.1,0,0,211.9,1825930
30017,2037,53,3,47,3,1,0,0,0,0,0,0,0,0,0,0,0.3,717.6
29129,2018,52,9,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30001,2012,61,3,47,1,3.7,0,0,0,0,0,0,0,0,0,0,0,0
31039,2039,41,9,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0
29219,2014,42,3,48,3,23.1,0.2,0,0,0,0,0,0,0,0,0,1.5,13659.9
31021,2058,41,2,47,5,0,0,0,0,0,0,0,0,0,0,0,0,0
30057,2018,53,1,46,4,4.5,0.1,0,0,0,0,0,0,0,0,0,4.8,3916.1
31007,2014,53,1,41,2,9.5,0.1,0,0,0,0,0,0,0,0,0,5.1,10907.1
31043,2018,42,2,42,2,0.6,0,0,0,0,0,0,0,0,0,0,0.2,393.2
30041,2060,51,1,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0
30081,2014,51,2,46,5,24.4,0,0.1,0,0,0,0,0,0,0,0,1.5,12895.3
30059,2020,54,2,41,5,0.4,0,0,0,0,0,0,0,0,0,0,2.2,420.4
30011,2019,53,9,47,5,0,0,0,0,0,0,0,0,0,0,0,0,0
29207,2019,31,1,30,4,19727,197.1,17.8,0.1,1.9,0.2,0.3,0.3,0.2,0.1,0.1,15623.6,44919700
30097,2020,41,2,46,3,1.6,0,0,0,0,0,0,0,0,0,0,0.1,945.1
30063,2025,61,2,49,5,364.4,1.4,4,0,0.7,0.2,0.1,0,0.2,0,0,13.4,174204
31001,2033,54,1,42,2,5.9,0.1,0,0,0,0,0,0,0,0,0,55.9,5721.2
30031,2035,43,2,46,1,140.9,0.3,0.7,0,0.1,0,0,0,0,0,0,0,0
29205,2012,51,1,46,2,0.3,0,0,0,0,0,0,0,0,0,0,0.9,188.6
31027,2013,31,1,30,5,15128.7,185.4,24,0.1,2.3,0.2,1.1,0.3,0.2,0.2,0,5160.5,25848200
29215,2016,32,5,30,4,2.5,0,0,0,0,0,0,0,0,0,0,1.7,6204.5
30003,2010,51,2,47,5,204.5,0.5,2.2,0,0.1,0.1,0,0,0.1,0,0,19.3,99428.1
31043,2042,41,9,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30007,2037,54,1,41,1,1.2,0.1,0,0,0,0,0,0,0,0,0,0,0
29209,2013,43,2,42,4,3.9,0,0,0,0,0,0,0,0,0,0,2.3,3259.2
29125,2019,43,2,41,3,0.2,0,0,0,0,0,0,0,0,0,0,0.1,202
29219,2017,21,2,20,5,209.3,3,0.2,0,0,0,0,0,0,0,0,83.9,502378
31037,2027,51,2,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0
31021,2019,53,1,42,5,16,0.1,0,0,0,0,0,0,0,0,0,5,13941.4
31029,2054,61,3,47,1,4.1,0,0,0,0,0,0,0,0,0,0,0,0
31003,2023,51,2,42,4,0,0,0,0,0,0,0,0,0,0,0,0,0
30009,2018,21,5,20,2,0.5,0,0,0,0,0,0,0,0,0,0,1.7,1618.3
29227,2019,51,9,47,3,0,0,0,0,0,0,0,0,0,0,0,0,1.5
29127,2011,41,1,47,2,0.2,0,0,0,0,0,0,0,0,0,0,0,101.4
30027,2020,53,2,41,3,45.7,0,0.1,0,0,0,0,0,0,0,0,54.3,57210.1
30061,2001,51,1,47,3,0,0,0,0,0,0,0,0,0,0,0,0,4.9
31031,2012,32,1,41,1,159.1,34.1,1.7,0,0.1,0,0,0,0,0,0,0,0
31019,2012,42,1,42,1,2.3,0.1,0,0,0,0,0,0,0,0,0,0,0
31005,2053,42,2,42,2,0,0,0,0,0,0,0,0,0,0,0,0,1.3
30087,2013,53,9,41,3,0,0,0,0,0,0,0,0,0,0,0,0,7.1
30007,2044,42,3,48,3,14.4,0.3,0,0,0,0,0,0,0,0,0,0.3,8426.2
30021,2015,52,2,41,2,154.7,0.2,0.5,0,0,0,0,0,0,0,0,112.7,150092
31041,2032,53,3,47,1,0.9,0,0,0,0,0,0,0,0,0,0,0,0
30097,2016,43,2,42,2,1.8,0,0,0,0,0,0,0,0,0,0,0.3,1505.2
29123,2018,52,9,41,5,0,0,0,0,0,0,0,0,0,0,0,0,23.2
29169,2019,61,1,47,2,0,0,0,0,0,0,0,0,0,0,0,0,14.8
31005,2036,42,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29139,2019,43,2,42,2,7.6,0,0,0,0,0,0,0,0,0,0,2.7,6354.3
31029,2012,54,2,42,3,0.2,0,0,0,0,0,0,0,0,0,0,0.3,198.1
31005,2049,42,9,48,5,0,0,0,0,0,0,0,0,0,0,0,0.2,787.5
30091,2026,53,1,41,2,5.4,0,0,0,0,0,0,0,0,0,0,8.2,6463.3
30097,2017,52,1,42,5,120.8,1.3,0.1,0,0,0,0,0,0,0,0,12.9,102146
30001,2057,11,1,10,2,120.1,3.3,0.2,0,0,0,0,0,0,0,0,4322.2,261861
31051,2056,61,2,46,4,71.5,0,0,0,0,0,0,0,0,0,0,9.5,49732.1
31025,2012,52,2,46,1,111.6,1.1,0.7,0,0.1,0.1,0,0,0.1,0,0,0,0
30081,2034,21,1,20,4,4085.7,37.8,0.8,0,0.1,0,0.1,0.1,0,0,0,7190.9,17739000
30041,2059,32,5,30,2,0.2,0,0,0,0,0,0,0,0,0,0,2,967.4
31015,2044,32,9,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30017,2038,52,9,41,3,0,0,0,0,0,0,0,0,0,0,0,84.9,128413
29207,2019,32,1,30,2,435,4.2,0.4,0,0,0,0,0,0,0,0,970.5,1064640
31009,2051,41,2,42,4,0,0,0,0,0,0,0,0,0,0,0,0,0
29189,2017,52,9,46,4,0,0,0,0,0,0,0,0,0,0,0,0,109
31029,2046,32,5,30,5,1.1,0,0,0,0,0,0,0,0,0,0,1.3,3154.7
29183,2016,21,9,20,2,0,0,0,0,0,0,0,0,0,0,0,292.5,307217
30031,2048,53,1,41,2,229.7,0.3,0,0,0,0,0,0,0,0,0,125.8,271776
31025,2040,53,2,46,2,28.7,0,0,0,0,0,0,0,0,0,0,17.3,31852.4
31007,2028,43,9,47,3,0,0,0,0,0,0,0,0,0,0,0,0,18.5
29159,2012,21,5,20,2,2.8,0,0,0,0,0,0,0,0,0,0,5,8080
30077,2045,41,1,46,2,0,0,0,0,0,0,0,0,0,0,0,0,15.2
31047,2012,42,3,48,5,8.6,0.1,0,0,0,0,0,0,0,0,0,0.2,3960.5
30049,2011,43,1,42,5,1.5,0,0,0,0,0,0,0,0,0,0,0.2,1086.3
29183,2016,54,1,47,2,0.4,0,0,0,0,0,0,0,0,0,0,0.9,273.8
30027,2044,52,9,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31011,2060,43,9,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30055,2014,21,2,20,3,5,0.1,0,0,0,0,0,0,0,0,0,6.5,14162.3
30109,2032,41,9,46,4,0,0,0,0,0,0,0,0,0,0,0,0,0
30001,2015,42,9,48,4,0,0,0,0,0,0,0,0,0,0,0,0,145.8
29129,2012,54,1,42,4,1.9,0.1,0,0,0,0,0,0,0,0,0,1.5,1716
29117,2012,42,9,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0.5
29211,2016,42,1,42,3,6.5,0.1,0,0,0,0,0,0,0,0,0,0.9,3936.5
30053,2059,42,3,48,5,0,0,0,0,0,0,0,0,0,0,0,0,0
30021,2017,52,2,42,2,77.1,0.1,0.2,0,0,0,0,0,0,0,0,30.9,77411.5
30107,2019,51,2,47,4,4.3,0,0,0,0,0,0,0,0,0,0,0.4,2399.6
29173,2014,42,1,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31017,2014,52,9,41,3,0,0,0,0,0,0,0,0,0,0,0,0,4.6
31029,2030,54,1,41,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0
30073,2016,62,2,47,4,3630.6,4.8,15.7,0,1.4,0.5,0.2,0.1,0.5,0,0,98.6,1838470
31013,2002,61,1,47,5,0,0,0,0,0,0,0,0,0,0,0,0,20.7
30049,2040,31,5,30,2,13.4,0.1,0,0,0,0,0,0,0,0,0,97.6,42589
30103,2013,52,2,47,1,16.2,0.2,0.1,0,0,0,0,0,0,0,0,0,0
31021,2014,21,1,20,1,797.6,51.2,2.6,0,0.1,0.1,0,0,0.1,0,0,0,0
29199,2017,31,1,30,2,1180.5,14.7,1.6,0,0.2,0,0,0,0,0,0,2904.9,2530120
31035,2052,42,9,48,2,0,0,0,0,0,0,0,0,0,0,0,0.3,763.8
31049,2054,42,1,47,5,0,0,0,0,0,0,0,0,0,0,0,0,0.7
29147,2011,43,1,46,2,5.1,0.3,0,0,0,0,0,0,0,0,0,5.1,4739.3
31051,2000,43,2,46,3,44.2,0.1,0.7,0,0,0,0,0,0,0,0,4.7,38194.2
